INT_SQFT,DATE_SALE,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,DATE_BUILD,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,SALES_PRICE,AREA_UNIQUE,AGE
1804,2013,188,2,1,5,Abnormal,0,2009,House,NoSeWa,Paved,RL,12439270,T_Nagar,4
768,2008,130,1,1,2,Adjland,1,1977,Others,NoSeWa,Gravel,RM,10300610,Chrompet,31
1079,2011,13,1,1,3,Abnormal,1,1989,House,AllPub,No Access,RL,7165750,Karapakkam,22
1230,2014,58,2,1,4,Abnormal,1,1975,Commercial,AllPub,Paved,RL,14802000,Chrompet,39
1474,2008,167,2,1,4,Partial,0,1988,House,NoSeWa,Gravel,RL,8805640,KK_Nagar,20
1403,2010,61,2,2,4,Family,1,1991,House,ELO,Paved,I,6765000,Karapakkam,19
1253,2010,111,1,1,3,Abnormal,1,1971,Others,NoSeWa,Gravel,A,7071375,Karapakkam,39
1268,2013,101,2,1,4,Normal_sale,0,1997,House,NoSeWa,Paved,RH,8403900,Chrompet,16
653,2007,161,1,1,2,Abnormal,0,2003,House,AllPub,No Access,RL,6577190,Adayar,4
1148,2010,104,1,1,3,Family,0,1974,House,NoSeWa,Gravel,RH,8145250,Chrompet,36
1826,2005,134,3,2,5,Adjland,1,1976,Others,NoSeWa,Gravel,A,10128200,Velachery,29
1316,2011,86,1,1,3,Normal_sale,0,1981,Commercial,ELO,Gravel,C,9429000,Karapakkam,30
653,2011,46,1,1,2,Partial,0,1995,Others,NoSeWa,Paved,RL,5179875,Karapakkam,16
1928,2009,2,3,2,5,Abnormal,0,2007,Commercial,ELO,Gravel,RH,15849980,Velachery,2
1837,2005,78,3,2,5,Partial,0,1986,House,NoSeWa,Paved,A,7019200,Velachery,19
902,2007,31,1,1,3,Adjland,0,2005,House,NoSeWa,Gravel,RH,7947300,Chrompet,2
754,2012,125,1,1,2,Partial,1,1977,House,ELO,No Access,RH,6607200,Chrompet,35
1816,2011,83,3,2,5,Family,1,1990,House,ELO,Paved,A,8424480,Velachery,21
817,2011,182,1,1,2,Normal_sale,0,1988,House,AllPub,Gravel,A,4667250,Karapakkam,23
1875,2008,12,3,2,5,Adjland,0,1983,Others,AllPub,Gravel,RL,11474270,Velachery,25
2078,2011,43,3,2,5,Partial,1,1975,Commercial,NoSeWa,Paved,RH,16474980,KK_Nagar,36
795,2009,180,1,1,2,Family,0,1997,Others,AllPub,No Access,RH,5333875,Karapakkam,12
831,2007,61,1,1,3,Abnormal,1,1994,House,NoSeWa,Gravel,C,7293785,Adayar,13
718,2010,169,1,1,2,Adjland,1,1974,Others,NoSeWa,No Access,C,4905000,Karapakkam,36
727,2008,97,1,1,2,Adjland,0,1995,Others,AllPub,Gravel,RM,8827940,Chrompet,13
1136,2007,48,1,1,3,Normal_sale,0,1972,House,NoSeWa,Gravel,RM,9657300,Chrompet,35
1597,2005,29,2,1,4,Abnormal,1,1988,Others,AllPub,Paved,A,8824280,Velachery,17
1598,2010,36,1,1,4,Partial,1,1984,Commercial,NoSeWa,Gravel,RM,20026580,Anna_Nagar,26
1673,2008,20,2,1,4,Partial,1,1988,Commercial,NoSeWa,Gravel,RL,15335000,KK_Nagar,20
986,2014,178,1,1,3,Family,0,1961,Others,ELO,No Access,RL,7814420,Chrompet,53
1973,2009,133,2,1,5,Adjland,0,1966,House,AllPub,Paved,RL,13511380,Anna_Nagar,43
1988,2009,169,3,2,5,Normal_sale,0,1961,Others,NoSeWa,Gravel,RL,11466600,KK_Nagar,48
1178,2011,124,1,1,3,Normal_sale,1,1988,Others,NoSeWa,No Access,RM,10612360,Chrompet,23
1805,2010,81,3,2,5,Abnormal,1,1964,House,NoSeWa,Gravel,RH,10542220,KK_Nagar,46
1749,2010,32,1,1,4,Partial,1,2000,House,ELO,Paved,RL,12567340,Anna_Nagar,10
1444,2010,47,2,1,4,Abnormal,0,1969,Commercial,NoSeWa,Gravel,RH,12429860,KK_Nagar,41
718,2007,196,1,1,2,Adjland,1,1992,House,ELO,Paved,RM,9038645,Adayar,15
1254,2014,27,2,1,4,Adjland,1,1993,House,NoSeWa,Paved,RL,10884400,Chrompet,21
973,2012,156,1,1,3,Family,0,1982,House,NoSeWa,No Access,RL,6946250,Chrompet,30
661,2010,159,1,1,2,Family,1,1989,Others,AllPub,Paved,I,5374875,Karapakkam,21
1204,2007,130,2,1,4,Partial,0,2004,Commercial,NoSeWa,Gravel,RL,13676650,Chrompet,3
1060,2009,151,1,1,3,Adjland,0,1982,Others,NoSeWa,Paved,A,4984750,Karapakkam,27
717,2012,43,1,1,2,Adjland,0,1977,Others,AllPub,Gravel,I,7774035,Adayar,35
1614,2009,67,2,1,4,Partial,0,1968,Commercial,AllPub,No Access,A,10875910,Velachery,41
1853,2014,57,2,1,5,Family,1,1995,Others,NoSeWa,No Access,RL,13928950,T_Nagar,19
951,2010,142,1,1,3,Family,1,1969,Others,NoSeWa,Gravel,C,6480125,Karapakkam,41
1786,2014,59,1,1,4,Abnormal,1,1963,Others,AllPub,Paved,RM,14777070,T_Nagar,51
2197,2010,14,3,2,5,Normal_sale,1,1995,House,NoSeWa,Gravel,RL,12560760,KK_Nagar,15
1233,2010,109,2,2,4,Abnormal,0,1998,Others,NoSeWa,No Access,C,8194735,Adayar,12
1082,2010,151,1,1,3,Normal_sale,0,1993,Others,ELO,No Access,RM,9207590,Chrompet,17
655,2009,130,1,1,2,Partial,0,1990,Commercial,ELO,No Access,RM,9236700,Adayar,19
1467,2010,90,2,2,4,Abnormal,1,1984,House,ELO,Gravel,C,7245250,Karapakkam,26
930,2013,56,1,1,3,Abnormal,1,1978,Commercial,NoSeWa,Gravel,RM,13511250,Chrompet,35
698,2012,133,1,1,2,Normal_sale,0,1975,Others,AllPub,No Access,I,5943400,Adayar,37
1554,2009,89,2,2,4,Partial,0,1986,Commercial,NoSeWa,Gravel,I,10807000,Karapakkam,23
1849,2010,90,2,1,5,Normal_sale,0,1983,Commercial,NoSeWa,No Access,RL,20102300,Anna_Nagar,27
1939,2008,105,3,2,5,Partial,0,1964,Others,AllPub,Paved,RM,11233080,KK_Nagar,44
993,2009,1,1,1,3,Adjland,1,2000,Others,NoSeWa,Gravel,I,7356375,Karapakkam,9
1999,2013,4,2,1,5,Normal_sale,1,1982,Commercial,ELO,No Access,RH,21276220,Anna_Nagar,31
1251,2013,14,2,1,4,Family,0,1992,Commercial,ELO,Paved,RL,13846950,Chrompet,21
1996,2009,51,3,2,5,Partial,1,1981,Commercial,NoSeWa,Gravel,RM,17586840,KK_Nagar,28
1705,2009,98,1,1,4,Abnormal,0,1990,House,AllPub,Gravel,RL,12508940,Anna_Nagar,19
713,2010,149,1,1,2,Normal_sale,0,1981,Commercial,ELO,Gravel,RL,10241800,Chrompet,29
1618,2009,146,2,1,4,Abnormal,1,2005,Others,NoSeWa,Paved,RL,10626300,KK_Nagar,4
743,2009,153,1,1,2,Adjland,0,2002,Commercial,NoSeWa,Paved,RH,9553000,Chrompet,7
1600,2009,7,2,1,4,Normal_sale,0,1996,Others,NoSeWa,No Access,RM,9741970,Velachery,13
593,2011,124,1,1,2,Family,1,1957,Others,NoSeWa,Paved,RL,6504875,Karapakkam,54
1898,2015,8,2,1,5,Partial,0,1976,House,ELO,Paved,RH,11412420,Anna_Nagar,39
705,2010,158,1,1,2,Abnormal,1,1979,House,NoSeWa,Paved,A,4027000,Karapakkam,31
1591,2007,56,1,1,4,Partial,0,1969,Commercial,NoSeWa,Gravel,RM,19159390,Anna_Nagar,38
1802,2004,72,3,2,5,Abnormal,0,1980,Others,NoSeWa,Gravel,RL,10904600,Velachery,24
961,2008,45,1,1,3,Normal_sale,1,1978,House,NoSeWa,Gravel,I,8546900,Adayar,30
746,2009,36,1,1,2,Adjland,1,1979,House,AllPub,Paved,RH,8453795,Adayar,30
816,2009,6,1,1,3,Normal_sale,1,2002,House,NoSeWa,No Access,RL,7375050,Chrompet,7
1197,2011,53,1,1,3,Adjland,1,2003,House,NoSeWa,Paved,RL,10279070,Adayar,8
1305,2010,18,1,1,3,Partial,1,1981,House,NoSeWa,Paved,RM,9513220,KK_Nagar,29
937,2007,70,1,1,3,Partial,0,1985,House,NoSeWa,No Access,RH,6182600,Chrompet,22
798,2007,116,1,1,2,Partial,0,1992,House,ELO,Gravel,RM,7549650,Chrompet,15
1884,2008,18,3,2,5,Abnormal,0,1979,House,NoSeWa,Gravel,RL,10499460,KK_Nagar,29
1615,2010,10,2,1,4,Partial,0,1983,Commercial,NoSeWa,Gravel,RH,13178340,KK_Nagar,27
1565,2009,152,2,2,4,Abnormal,0,1996,Others,ELO,No Access,RM,8415125,Karapakkam,13
1703,2009,120,1,1,4,Partial,1,1997,Others,AllPub,Paved,RL,13765430,T_Nagar,12
2280,2009,168,4,2,6,Family,0,1980,House,NoSeWa,Gravel,RL,11351580,KK_Nagar,29
1348,2010,58,2,1,4,Normal_sale,0,1985,House,NoSeWa,Gravel,RM,9539520,KK_Nagar,25
1589,2007,151,1,1,4,Family,1,2001,Others,ELO,Paved,RH,12290970,T_Nagar,6
1182,2012,38,1,1,3,Partial,1,2003,Others,NoSeWa,Gravel,RH,10039090,Chrompet,9
1273,2012,152,1,1,3,Adjland,1,1978,Commercial,NoSeWa,Paved,C,10024000,Karapakkam,34
1596,2010,183,2,1,4,Normal_sale,0,1958,House,NoSeWa,Gravel,RL,9477140,KK_Nagar,52
1676,2010,177,2,1,4,Adjland,0,1973,House,AllPub,Paved,RM,10235220,KK_Nagar,37
1240,2009,27,2,1,4,Normal_sale,1,1999,Commercial,ELO,Paved,RH,14015750,Chrompet,10
1842,2010,19,3,2,5,Abnormal,0,1982,Commercial,ELO,No Access,C,12930060,Velachery,28
1791,2011,91,1,1,4,Abnormal,0,1988,Commercial,NoSeWa,Paved,RH,18991980,Anna_Nagar,23
1071,2008,57,1,1,3,Family,0,2007,Others,NoSeWa,Paved,C,7375160,Adayar,1
1176,2012,94,1,1,3,Adjland,0,1999,House,NoSeWa,Gravel,RH,9190000,Chrompet,13
918,2007,83,1,1,3,Adjland,1,1995,House,AllPub,Paved,A,7029740,Adayar,12
2419,2008,180,4,2,6,Adjland,1,1975,Others,NoSeWa,Paved,RM,14450600,KK_Nagar,33
1422,2009,9,2,1,4,Normal_sale,0,1959,Commercial,NoSeWa,Paved,RL,12426660,KK_Nagar,50
1634,2009,50,2,1,4,Partial,0,1972,House,ELO,Gravel,A,6435890,Velachery,37
1587,2009,53,2,1,4,Partial,0,1954,Commercial,NoSeWa,Gravel,RL,13764300,KK_Nagar,55
1859,2012,22,2,1,5,Partial,0,1966,Others,NoSeWa,No Access,RL,12601250,Anna_Nagar,46
1682,2009,119,1,1,4,Adjland,1,1967,Commercial,AllPub,Paved,RL,20180630,T_Nagar,42
1652,2013,132,1,1,4,Adjland,0,2005,House,NoSeWa,No Access,RM,11949030,Anna_Nagar,8
1793,2014,141,1,1,4,Normal_sale,1,1983,House,NoSeWa,Paved,RH,12964240,T_Nagar,31
1116,2007,134,1,1,3,Family,1,1992,House,NoSeWa,Paved,RH,8480400,Chrompet,15
883,2007,2,1,1,3,Partial,0,1981,Others,ELO,Paved,C,6377770,Adayar,26
1589,2012,4,1,1,4,Family,0,1982,Others,NoSeWa,Paved,RM,12911990,T_Nagar,30
1337,2009,117,2,1,4,Normal_sale,1,1989,Others,AllPub,Paved,RH,9310600,KK_Nagar,20
1535,2004,49,2,1,4,Adjland,1,1970,Others,AllPub,Gravel,RH,10810740,Velachery,34
1975,2012,150,2,1,5,Abnormal,0,1965,Commercial,NoSeWa,Gravel,RM,22199910,T_Nagar,47
786,2011,100,1,1,2,Normal_sale,0,1985,Others,NoSeWa,Gravel,RH,6495250,Karapakkam,26
2293,2009,83,4,2,6,Adjland,0,2002,Others,AllPub,Paved,RL,12493960,KK_Nagar,7
1761,2008,58,2,1,4,Adjland,0,1969,Commercial,NoSeWa,Paved,RH,14214780,KK_Nagar,39
1500,2010,30,2,2,4,Adjland,0,2000,Others,NoSeWa,No Access,RL,8547750,Karapakkam,10
715,2009,146,1,1,2,Abnormal,0,1993,Others,AllPub,Paved,I,5219625,Karapakkam,16
1235,2007,140,2,2,4,Abnormal,1,2004,Others,ELO,Gravel,I,10566485,Adayar,3
1685,2011,108,1,1,4,Normal_sale,1,1975,Commercial,ELO,No Access,RL,18686820,Anna_Nagar,36
1932,2008,126,3,2,5,Adjland,1,1978,Others,NoSeWa,Gravel,RH,12182280,KK_Nagar,30
845,2012,193,1,1,3,Adjland,0,2008,House,NoSeWa,Gravel,RH,8155855,Adayar,4
1943,2008,72,2,1,5,Normal_sale,0,1972,House,NoSeWa,No Access,RM,13408980,T_Nagar,36
1611,2008,115,2,1,4,Normal_sale,1,1973,House,NoSeWa,No Access,RL,9527840,Velachery,35
878,2013,65,1,1,3,Partial,0,1968,House,AllPub,No Access,RM,7358650,Chrompet,45
1037,2008,30,1,1,3,Adjland,0,1992,Others,NoSeWa,No Access,RL,8629140,Chrompet,16
1187,2012,1,1,1,3,Family,1,2005,Others,NoSeWa,Paved,RH,9802790,Chrompet,7
1020,2007,95,1,1,3,Partial,0,1991,Commercial,NoSeWa,Paved,RL,12046000,Chrompet,16
1063,2011,28,1,1,3,Family,1,1970,Others,ELO,Paved,A,7733125,Adayar,41
774,2012,2,1,1,2,Normal_sale,0,1968,House,ELO,Gravel,RH,6857200,Chrompet,44
816,2010,117,1,1,3,Abnormal,1,1999,Others,NoSeWa,No Access,RH,7596170,Chrompet,11
814,2012,4,1,1,3,Abnormal,1,2000,House,NoSeWa,No Access,RM,8460450,Chrompet,12
1241,2013,156,2,1,4,Family,0,1985,Others,ELO,Paved,RM,10454020,Chrompet,28
1768,2004,173,2,1,4,Normal_sale,0,1994,Others,ELO,Paved,RM,10432830,Velachery,10
1592,2010,138,1,1,4,Normal_sale,0,2001,House,NoSeWa,Paved,RH,10607450,Anna_Nagar,9
1628,2009,114,2,1,4,Abnormal,1,1999,Others,NoSeWa,Paved,RL,10956200,Velachery,10
1787,2011,111,2,1,4,Normal_sale,1,1987,Commercial,NoSeWa,Paved,I,14820800,Velachery,24
1972,2009,85,2,1,5,Family,1,1975,Commercial,ELO,Gravel,RM,22918500,T_Nagar,34
1730,2014,180,1,1,4,Family,1,1983,Commercial,ELO,No Access,RL,19428640,Anna_Nagar,31
1548,2004,111,2,1,4,Adjland,1,2002,Others,ELO,No Access,RL,9774610,Velachery,2
1217,2007,97,2,1,4,Adjland,1,1985,Others,NoSeWa,Paved,RH,10338740,Chrompet,22
1649,2009,170,2,1,4,Adjland,1,1981,House,ELO,Paved,C,8156380,Velachery,28
1237,2010,99,2,1,4,Adjland,0,1962,Commercial,AllPub,No Access,RL,13937650,Chrompet,48
1156,2010,191,1,1,3,Partial,0,1979,Commercial,NoSeWa,No Access,I,11290385,Adayar,31
1302,2009,143,1,1,3,Adjland,0,1985,Others,AllPub,No Access,RL,7233000,Karapakkam,24
1001,2007,18,1,1,3,Partial,0,1971,House,NoSeWa,Paved,RL,7688050,Chrompet,36
1930,2013,161,2,1,5,Adjland,1,2002,House,AllPub,No Access,RH,13346190,Anna_Nagar,11
1530,2009,134,2,2,4,Normal_sale,1,1977,Others,ELO,Paved,I,8340000,Karapakkam,32
1502,2014,54,1,1,4,Partial,0,1965,Others,NoSeWa,No Access,RL,10573780,T_Nagar,49
1781,2008,70,1,1,4,Normal_sale,1,1964,Others,NoSeWa,Paved,RL,14388290,Anna_Nagar,44
1132,2011,86,1,1,3,Abnormal,0,1975,House,NoSeWa,Paved,A,6380465,Adayar,36
833,2007,184,1,1,3,Abnormal,1,1992,Others,NoSeWa,No Access,RH,8354290,Adayar,15
1738,2008,200,1,1,4,Partial,0,1990,Others,AllPub,Gravel,RL,13293200,Anna_Nagar,18
671,2010,31,1,1,2,Normal_sale,0,1983,House,NoSeWa,Paved,RM,6161750,Karapakkam,27
1375,2009,38,2,2,4,Adjland,1,1994,House,NoSeWa,No Access,I,7082000,Karapakkam,15
1526,2009,77,2,1,4,Abnormal,1,2006,House,NoSeWa,Gravel,RM,10982180,KK_Nagar,3
739,2011,121,1,1,2,Normal_sale,1,1983,Commercial,ELO,Gravel,RM,9953250,Karapakkam,28
1430,2012,189,2,2,4,Family,0,1978,House,ELO,No Access,RH,6530500,Karapakkam,34
1798,2011,188,2,1,4,Normal_sale,1,1981,Others,NoSeWa,Paved,RH,10648590,Velachery,30
1911,2007,169,2,1,5,Partial,1,1999,Commercial,ELO,Paved,RL,21143730,T_Nagar,8
703,2013,137,1,1,2,Partial,1,1970,House,ELO,No Access,RH,5976650,Chrompet,43
1541,2011,194,1,1,4,Adjland,0,1996,Others,AllPub,Paved,RM,13321150,Anna_Nagar,15
983,2013,132,1,1,3,Adjland,0,1988,House,NoSeWa,No Access,RM,8291600,Chrompet,25
1189,2009,102,1,1,3,Adjland,1,1991,Others,NoSeWa,Gravel,C,7279125,Karapakkam,18
2325,2011,17,4,2,6,Normal_sale,1,2004,Others,NoSeWa,Gravel,RH,13391620,KK_Nagar,7
1024,2011,74,1,1,3,Adjland,1,1989,Commercial,NoSeWa,Gravel,RL,13697100,Chrompet,22
887,2010,137,1,1,3,Normal_sale,1,1991,Others,AllPub,Gravel,RL,9510440,Chrompet,19
1256,2007,129,2,1,4,Family,1,1971,Commercial,NoSeWa,No Access,RL,14006950,Chrompet,36
1611,2011,192,1,1,4,Normal_sale,0,1996,Others,NoSeWa,Gravel,RH,12198470,T_Nagar,15
1399,2010,65,2,1,4,Normal_sale,0,1971,Others,NoSeWa,Gravel,RH,9106920,KK_Nagar,39
1738,2011,30,2,1,4,Normal_sale,1,1972,Commercial,NoSeWa,No Access,RH,14152290,Velachery,39
920,2012,87,1,1,3,Abnormal,0,1982,Others,ELO,Paved,RM,8522150,Chrompet,30
710,2012,83,1,1,2,Partial,1,1983,House,AllPub,No Access,RM,8062500,Chrompet,29
1060,2010,200,1,1,3,Abnormal,1,1974,Others,ELO,Paved,RH,9081450,Chrompet,36
1812,2007,39,3,2,5,Normal_sale,0,2001,House,NoSeWa,Gravel,RH,10105720,Velachery,6
641,2009,35,1,1,2,Adjland,0,1970,House,NoSeWa,No Access,RH,6235675,Adayar,39
1591,2013,157,1,1,4,Normal_sale,0,1974,House,NoSeWa,Gravel,RM,12220490,Anna_Nagar,39
1815,2009,130,2,1,5,Adjland,1,1981,Others,NoSeWa,Gravel,RH,14415250,Anna_Nagar,28
1181,2012,37,1,1,3,Normal_sale,1,1993,Commercial,NoSeWa,No Access,RL,10188250,Karapakkam,19
1998,2008,91,3,2,5,Family,1,1989,House,AllPub,Gravel,A,9346520,Velachery,19
1014,2011,195,1,1,3,Partial,1,1969,Commercial,ELO,Paved,RL,9642250,Karapakkam,42
719,2007,43,1,1,2,Family,0,1974,House,ELO,Paved,A,4408790,Adayar,33
868,2011,125,1,1,3,Partial,0,2004,Commercial,ELO,Paved,I,9626920,Adayar,7
862,2011,78,1,1,2,Family,0,1991,Commercial,NoSeWa,Paved,C,6840500,Karapakkam,20
1658,2010,143,2,1,4,Adjland,0,1986,Commercial,AllPub,Paved,I,13754660,Velachery,24
1512,2012,97,2,2,4,Abnormal,1,1980,House,NoSeWa,Paved,RM,9625250,Karapakkam,32
863,2015,80,1,1,3,Family,0,2000,Commercial,NoSeWa,Paved,RL,10491150,Chrompet,15
596,2011,161,1,1,2,Family,0,1998,House,NoSeWa,Paved,RL,5259250,Karapakkam,13
1168,2014,15,1,1,3,Family,1,1991,Commercial,NoSeWa,Paved,RL,14403150,Chrompet,23
1977,2013,52,2,1,5,Normal_sale,1,1984,House,ELO,Paved,RL,13968290,T_Nagar,29
1159,2012,108,1,1,3,Abnormal,0,1976,Others,NoSeWa,No Access,RH,8017830,Chrompet,36
874,2007,97,1,1,3,Family,0,1969,House,NoSeWa,Gravel,RH,7586300,Chrompet,38
1079,2007,37,1,1,3,Partial,1,1972,Others,NoSeWa,No Access,RM,9864980,Chrompet,35
1060,2008,99,1,1,3,Adjland,1,1996,Commercial,ELO,No Access,RH,12291450,Chrompet,12
782,2007,80,1,1,2,Partial,0,2000,Others,NoSeWa,Paved,RM,7751590,Chrompet,7
1177,2007,48,1,1,3,Abnormal,1,2000,Others,NoSeWa,Paved,RL,10525540,Adayar,7
916,2009,139,1,1,3,Normal_sale,0,1984,House,NoSeWa,Paved,RL,6042750,Karapakkam,25
1781,2011,160,1,1,4,Abnormal,1,1999,House,NoSeWa,Gravel,RH,13018400,T_Nagar,12
500,2009,113,1,1,2,Adjland,0,1986,House,ELO,Gravel,A,3540750,Karapakkam,23
1597,2005,10,2,1,4,Abnormal,0,1989,House,NoSeWa,Gravel,C,7216250,Velachery,16
1624,2011,2,2,2,4,Adjland,1,1997,House,ELO,Paved,RL,9170500,Karapakkam,14
828,2009,158,1,1,2,Normal_sale,0,1999,House,AllPub,Paved,A,4158500,Karapakkam,10
1328,2008,72,1,1,3,Partial,0,1980,House,AllPub,Gravel,RM,9235640,KK_Nagar,28
1734,2014,119,1,1,4,Family,1,1967,Others,NoSeWa,Gravel,RM,15340770,Anna_Nagar,47
804,2011,25,1,1,3,Adjland,1,1965,Commercial,NoSeWa,No Access,RH,10446850,Chrompet,46
1919,2008,185,2,1,5,Normal_sale,0,1968,Commercial,ELO,Gravel,RM,22027780,T_Nagar,40
1674,2010,102,2,2,4,Partial,1,1969,Commercial,AllPub,No Access,RM,13251250,Karapakkam,41
1885,2004,47,3,2,5,Normal_sale,0,1967,Others,NoSeWa,Paved,A,8134610,Velachery,37
2158,2008,118,3,2,5,Family,0,1989,House,NoSeWa,Paved,RH,9753980,KK_Nagar,19
1817,2014,131,2,1,5,Abnormal,1,2003,House,NoSeWa,Gravel,RH,13286630,Anna_Nagar,11
819,2014,12,1,1,3,Abnormal,0,2005,Commercial,NoSeWa,Gravel,RM,11624150,Chrompet,9
1136,2015,57,1,1,3,Adjland,0,1984,House,NoSeWa,No Access,RL,8319250,Chrompet,31
895,2009,44,1,1,3,Adjland,0,1976,Commercial,ELO,Gravel,A,10161065,Adayar,33
1666,2010,70,2,1,4,Normal_sale,0,1993,Others,NoSeWa,No Access,A,7342750,Velachery,17
968,2007,27,1,1,3,Abnormal,1,1974,Commercial,AllPub,Paved,RM,13969720,Adayar,33
1275,2010,116,1,1,3,Partial,0,1982,House,AllPub,Gravel,RM,8431750,Karapakkam,28
1916,2009,11,3,2,5,Adjland,0,1994,Others,NoSeWa,Gravel,RH,11069780,KK_Nagar,15
714,2009,76,1,1,2,Normal_sale,1,1978,House,AllPub,No Access,RH,7039700,Chrompet,31
1075,2010,190,1,1,3,Adjland,1,1960,House,ELO,No Access,RM,9745200,Chrompet,50
1603,2009,181,2,1,4,Adjland,1,2004,House,NoSeWa,Paved,RH,9750760,KK_Nagar,5
1931,2014,164,2,1,5,Normal_sale,0,1990,Others,AllPub,No Access,RL,13466270,Anna_Nagar,24
651,2010,139,1,1,2,Abnormal,1,2002,House,NoSeWa,Paved,RL,6581500,Karapakkam,8
809,2009,88,1,1,3,Family,0,1999,House,NoSeWa,Paved,RL,7193800,Chrompet,10
630,2009,97,1,1,2,Normal_sale,0,1985,Commercial,ELO,No Access,C,4996250,Karapakkam,24
999,2011,191,1,1,3,Adjland,0,1980,Commercial,NoSeWa,No Access,RL,11946470,Adayar,31
2042,2012,126,3,2,5,Abnormal,1,1994,Commercial,AllPub,Paved,RL,17105720,KK_Nagar,18
1321,2011,158,1,1,3,Family,0,1974,House,NoSeWa,Gravel,RM,9321900,KK_Nagar,37
661,2007,88,1,1,2,Normal_sale,0,1980,Commercial,NoSeWa,No Access,C,7321755,Adayar,27
998,2010,105,1,1,3,Adjland,1,1964,House,NoSeWa,No Access,RL,8630100,Chrompet,46
1655,2012,184,1,1,4,Adjland,0,1990,Others,NoSeWa,Gravel,RM,13904760,T_Nagar,22
1804,2009,32,2,1,5,Abnormal,1,1979,House,NoSeWa,Gravel,RL,13450990,Anna_Nagar,30
1216,2013,4,2,1,4,Partial,1,1973,Commercial,AllPub,Gravel,RM,15727600,Chrompet,40
1716,2008,20,2,1,4,Abnormal,1,1994,House,AllPub,Gravel,C,9603110,Velachery,14
1192,2009,23,1,1,3,Normal_sale,0,1972,Others,ELO,No Access,RH,8007290,Chrompet,37
732,2012,54,1,1,2,Adjland,0,1980,Others,ELO,Paved,RH,6873290,Chrompet,32
970,2011,165,1,1,3,Normal_sale,0,1954,Others,ELO,No Access,RH,5369000,Karapakkam,57
1060,2007,36,1,1,3,Normal_sale,0,2004,Commercial,AllPub,Gravel,RH,12248000,Chrompet,3
1919,2010,96,3,2,5,Abnormal,0,2006,Others,AllPub,Paved,RM,11680440,KK_Nagar,4
888,2011,32,1,1,2,Partial,0,2000,Others,NoSeWa,Paved,C,4663000,Karapakkam,11
925,2011,164,1,1,3,Abnormal,1,1989,Others,AllPub,Paved,RM,9998750,Chrompet,22
880,2008,144,1,1,3,Family,1,1972,House,NoSeWa,No Access,RM,8604850,Chrompet,36
1169,2012,50,1,1,3,Adjland,1,1967,Commercial,NoSeWa,Gravel,RL,15251600,Chrompet,45
1814,2011,86,2,1,5,Adjland,0,1988,House,AllPub,No Access,RL,12012530,Anna_Nagar,23
711,2008,16,1,1,2,Adjland,0,1983,Commercial,AllPub,Paved,RH,9622550,Chrompet,25
1906,2012,86,2,1,5,Adjland,1,1984,Commercial,ELO,Gravel,RM,22712170,Anna_Nagar,28
1300,2008,73,2,1,4,Adjland,0,1974,Commercial,AllPub,No Access,RL,14366450,Chrompet,34
835,2012,45,1,1,3,Normal_sale,0,1971,Commercial,NoSeWa,Gravel,RL,10905500,Chrompet,41
1964,2015,117,2,1,5,Adjland,0,1996,Commercial,NoSeWa,Paved,RL,21875100,T_Nagar,19
1898,2011,87,3,2,5,Normal_sale,1,1969,Commercial,AllPub,No Access,I,14608180,Velachery,42
1626,2013,170,1,1,4,Family,1,1963,Commercial,AllPub,No Access,RH,18073600,T_Nagar,50
661,2010,122,1,1,2,Family,1,1996,House,NoSeWa,Gravel,RM,7750000,Karapakkam,14
885,2011,32,1,1,3,Abnormal,0,2007,Commercial,NoSeWa,Paved,RH,10088000,Chrompet,4
1522,2008,94,1,1,4,Normal_sale,1,1982,Others,AllPub,Paved,RM,13991160,Anna_Nagar,26
1572,2004,95,2,1,4,Abnormal,0,1956,Commercial,NoSeWa,No Access,RM,13627500,Velachery,48
1507,2009,140,1,1,4,Abnormal,1,1995,Commercial,NoSeWa,Gravel,RH,18438250,Anna_Nagar,14
1118,2007,59,1,1,3,Abnormal,1,1991,House,ELO,Paved,I,8280325,Adayar,16
1650,2008,73,2,1,4,Normal_sale,1,1985,Others,ELO,Paved,C,9514610,Velachery,23
1035,2009,166,1,1,3,Abnormal,0,1990,House,NoSeWa,Paved,RL,9081775,Adayar,19
918,2012,5,1,1,3,Partial,1,1986,Others,NoSeWa,Paved,A,7061080,Adayar,26
785,2009,192,1,1,2,Partial,1,1978,Others,NoSeWa,Gravel,RH,8485200,Chrompet,31
923,2014,200,1,1,3,Abnormal,1,1995,Commercial,AllPub,Gravel,RM,13639800,Chrompet,19
1592,2011,110,1,1,4,Abnormal,1,1982,Commercial,NoSeWa,Paved,RL,18853070,Anna_Nagar,29
1350,2011,63,2,1,4,Family,1,2004,Commercial,NoSeWa,Paved,RM,13510380,KK_Nagar,7
1245,2007,134,2,1,4,Family,1,1980,Commercial,ELO,No Access,RL,13663850,Chrompet,27
1563,2011,192,2,2,4,Family,0,1996,House,NoSeWa,Paved,C,6192250,Karapakkam,15
725,2014,3,1,1,2,Abnormal,0,1985,House,NoSeWa,No Access,RM,7094000,Chrompet,29
